Temperature,Humidity,Soil Moisture,pH,N,P,K,Crop
26.2,51.5,461,6.79,84,33,64,Wheat
32.3,54.6,435,6.17,109,41,65,Cotton
27.6,49.9,351,6.46,55,47,66,Chickpea
24.0,72.3,443,6.98,51,34,49,Groundnut
19.0,74.0,328,5.73,94,31,110,Potato
31.5,37.3,241,5.55,29,47,60,Millet
28.1,61.8,490,6.58,107,49,50,Cotton
26.4,81.7,673,5.95,77,28,47,Rice
27.9,41.3,285,5.87,68,26,49,Cotton
25.4,49.6,318,5.66,43,49,69,Groundnut
13.2,59.8,254,7.44,40,22,57,Barley
23.2,74.1,438,6.03,70,45,58,Potato
28.5,67.2,488,6.78,101,54,57,Maize
24.6,68.5,308,6.09,69,63,75,Soybean
24.4,68.4,324,6.51,36,23,46,Barley
21.9,48.0,496,7.18,64,42,62,Wheat
32.0,91.2,568,6.53,91,53,29,Rice
27.9,51.6,449,5.72,55,34,54,Groundnut
26.3,69.8,583,6.59,116,58,53,Sugarcane
25.3,66.1,405,5.88,85,57,90,Tomato
26.5,87.2,430,6.16,90,54,38,Rice
31.8,79.8,523,6.34,83,34,37,Rice
12.1,61.6,370,6.18,69,47,29,Barley
26.6,73.9,543,7.0,91,48,46,Wheat
24.5,57.6,277,5.75,53,39,34,Millet
32.8,52.5,295,7.01,63,41,27,Millet
21.4,45.7,313,6.31,35,36,48,Barley
22.9,57.3,286,6.7,68,32,32,Barley
27.9,89.2,416,6.15,118,28,32,Rice
29.1,68.1,499,7.39,134,43,55,Sugarcane
13.1,68.0,262,6.34,50,52,26,Barley
28.8,35.9,408,7.22,56,57,50,Chickpea
18.1,58.8,219,7.22,37,29,28,Chickpea
25.4,94.1,479,6.91,90,32,29,Rice
21.8,70.1,415,6.78,63,41,61,Maize
22.8,86.6,529,5.97,101,50,33,Rice
26.3,59.9,249,7.32,45,30,56,Millet
31.0,82.2,489,6.15,61,49,46,Rice
21.3,63.3,550,5.86,85,30,74,Tomato
29.7,70.7,569,5.91,64,41,70,Rice
27.6,51.8,412,6.03,36,28,22,Millet
21.6,63.2,441,6.84,78,38,44,Wheat
28.2,42.9,380,6.21,39,43,29,Millet
13.4,40.6,492,6.83,81,30,38,Barley
15.5,79.7,434,5.29,102,80,89,Potato
29.9,48.9,448,6.49,40,42,52,Millet
16.1,83.1,306,5.82,67,38,80,Potato
24.4,57.1,419,6.54,82,35,31,Wheat
23.8,63.2,253,7.15,74,22,55,Wheat
18.8,52.0,388,7.32,78,42,34,Barley
35.0,68.4,660,7.47,147,53,59,Sugarcane
32.6,76.5,745,7.31,149,49,120,Sugarcane
20.1,58.2,413,6.33,66,37,41,Maize
23.5,79.0,300,5.88,118,60,47,Maize
20.3,47.1,322,6.91,48,46,54,Barley
30.5,67.7,412,6.3,64,39,36,Cotton
20.2,41.5,326,7.25,58,51,43,Barley
19.4,78.0,343,5.78,105,67,52,Potato
28.0,93.2,521,5.93,101,59,58,Rice
21.0,70.6,558,5.27,96,78,100,Potato
24.1,70.9,572,6.57,116,55,60,Maize
32.2,57.5,441,6.92,28,36,56,Millet
24.4,57.3,470,6.85,38,49,63,Barley
27.3,57.3,452,6.55,68,39,70,Soybean
31.6,70.9,376,6.4,22,29,46,Groundnut
19.0,57.4,425,6.75,55,47,100,Tomato
31.7,72.8,531,7.45,65,70,52,Soybean
25.6,60.5,494,6.96,33,35,45,Groundnut
29.8,39.1,350,7.6,47,51,33,Chickpea
24.9,79.5,475,5.54,80,72,120,Potato
19.9,47.2,411,6.61,46,29,52,Wheat
25.5,55.7,498,6.15,29,59,57,Soybean
24.5,79.2,430,6.62,72,33,105,Potato
16.7,77.3,495,6.0,52,75,56,Potato
34.2,60.5,606,7.15,86,61,77,Sugarcane
31.0,75.1,624,5.72,80,58,53,Rice
30.3,61.1,331,5.97,52,28,58,Millet
21.1,72.3,577,5.27,89,66,105,Potato
26.4,43.9,318,6.12,50,43,51,Millet
23.0,65.1,360,5.76,50,62,57,Potato
29.5,52.5,370,7.01,52,63,39,Soybean
26.0,35.8,282,7.59,20,58,41,Chickpea
29.9,54.0,320,6.5,44,28,67,Groundnut
25.3,72.0,580,6.77,65,59,37,Rice
25.2,59.5,473,6.11,91,38,79,Cotton
30.4,65.7,519,7.41,31,35,43,Soybean
19.6,51.6,351,7.07,82,54,30,Wheat
21.7,72.3,435,6.14,65,61,49,Tomato
34.3,86.9,501,6.44,86,52,109,Sugarcane
17.1,37.3,409,7.1,55,42,46,Barley
23.8,67.4,582,7.32,134,66,89,Sugarcane
27.3,54.5,322,6.77,57,26,54,Groundnut
27.3,92.7,653,6.35,61,30,66,Rice
15.0,80.4,442,6.7,110,77,98,Potato
28.8,73.9,391,7.57,100,42,40,Cotton
27.4,43.3,215,6.76,50,33,44,Chickpea
29.9,60.6,563,6.3,42,62,47,Soybean
30.5,70.9,650,6.29,88,33,54,Sugarcane
24.2,92.4,493,5.59,90,58,47,Rice
23.2,80.3,574,5.11,109,53,91,Potato
23.2,53.9,375,6.49,57,69,49,Tomato
15.7,62.0,331,5.41,88,64,100,Potato
22.3,63.7,376,6.26,63,70,80,Maize
19.9,82.4,467,5.25,110,65,116,Potato
20.3,80.1,388,6.27,101,36,67,Potato
23.4,64.4,299,6.22,50,54,26,Barley
24.8,41.1,481,6.15,95,55,39,Wheat
26.0,59.7,372,7.02,54,29,49,Millet
17.8,67.1,566,5.94,74,54,112,Potato
24.0,74.1,541,5.95,93,72,112,Potato
29.5,64.5,322,7.22,57,29,33,Millet
26.7,61.6,567,6.85,112,43,115,Sugarcane
31.9,58.9,387,6.9,23,20,54,Millet
23.6,78.1,565,7.07,78,64,58,Maize
29.3,86.7,610,6.77,92,54,68,Sugarcane
13.0,53.1,292,6.6,82,21,46,Barley
24.1,53.9,474,6.66,50,50,43,Soybean
23.0,51.9,477,6.08,41,50,68,Wheat
28.9,84.0,494,6.86,139,69,74,Sugarcane
25.8,64.5,323,6.06,47,38,40,Soybean
22.2,83.8,649,6.37,86,43,34,Rice
28.0,69.7,524,6.92,113,37,36,Maize
19.6,64.6,460,7.47,57,21,47,Barley
28.2,76.6,732,7.09,123,37,54,Sugarcane
19.7,42.5,310,6.28,47,25,49,Chickpea
24.0,45.2,476,5.93,69,30,46,Cotton
17.6,47.0,384,7.25,52,42,70,Wheat
15.6,76.2,341,5.53,88,34,91,Potato
36.6,58.4,381,5.66,91,34,57,Cotton
25.7,72.8,317,6.31,42,49,49,Wheat
25.2,49.2,316,6.08,32,46,49,Millet
21.3,43.8,210,6.68,52,39,45,Chickpea
23.3,66.4,282,7.33,67,34,54,Barley
15.1,69.8,305,7.44,90,39,52,Barley
20.5,57.5,587,6.48,91,37,76,Maize
25.3,51.0,489,6.24,54,42,71,Cotton
23.2,71.7,356,6.07,49,32,68,Groundnut
15.4,44.8,300,7.13,68,26,32,Barley
20.4,63.7,373,6.34,60,59,32,Chickpea
23.2,51.3,403,6.36,96,63,99,Tomato
27.8,42.3,378,7.1,33,31,41,Millet
32.7,42.4,359,7.43,43,49,47,Millet
24.1,46.2,272,6.17,39,40,51,Chickpea
24.1,70.8,505,6.49,100,64,93,Tomato
21.7,62.8,273,6.94,26,36,49,Chickpea
24.8,88.5,710,6.96,98,37,84,Sugarcane
21.4,63.1,278,6.43,31,55,27,Chickpea
28.3,64.8,574,6.59,100,56,100,Sugarcane
26.1,40.3,401,6.42,91,54,59,Cotton
18.4,67.8,499,6.69,75,56,86,Tomato
22.7,55.7,457,6.45,53,58,69,Soybean
25.1,64.1,346,7.72,90,53,86,Cotton
27.2,60.6,308,6.53,98,59,71,Cotton
21.2,49.9,496,6.53,76,49,52,Barley
29.2,58.4,373,6.74,32,55,76,Soybean
25.0,80.3,631,6.22,65,42,49,Rice
29.8,56.4,328,5.97,48,28,35,Millet
25.9,73.8,454,6.97,79,61,65,Maize
28.1,65.6,461,6.02,75,67,74,Tomato
30.2,54.2,581,6.87,63,51,40,Soybean
23.3,70.5,516,5.9,76,46,54,Maize
30.7,80.6,458,6.89,108,37,70,Rice
23.8,76.2,461,6.83,91,39,65,Maize
25.0,60.6,279,7.93,31,37,33,Chickpea
34.4,44.0,366,5.6,59,55,44,Cotton
32.8,49.3,260,6.05,56,30,36,Millet
30.9,65.9,303,6.49,53,56,54,Soybean
30.2,82.4,515,6.74,81,60,61,Rice
23.2,61.7,498,5.71,59,66,60,Potato
28.4,66.1,348,6.58,56,54,35,Groundnut
25.6,77.6,359,6.18,57,48,43,Soybean
23.8,80.5,413,6.63,79,58,66,Potato
22.5,60.1,366,6.44,51,65,61,Tomato
18.2,44.4,360,6.2,43,38,63,Chickpea
30.8,57.9,474,6.17,25,49,69,Soybean
14.6,68.5,425,6.86,72,21,42,Barley
27.9,47.4,338,7.64,58,35,55,Chickpea
25.2,52.2,410,7.19,78,42,56,Maize
29.7,43.9,448,6.95,67,34,33,Millet
23.7,53.2,292,6.91,90,44,48,Barley
23.6,68.8,352,6.56,43,62,49,Soybean
29.4,94.3,396,6.62,73,49,51,Rice
24.7,69.4,396,7.32,67,20,58,Wheat
16.1,66.8,474,6.57,92,21,55,Wheat
21.6,69.9,368,7.2,32,55,69,Soybean
28.8,50.5,439,5.77,84,46,62,Tomato
27.2,62.8,381,6.81,43,40,55,Millet
27.8,71.1,526,6.55,94,28,29,Rice
31.6,67.2,443,5.57,24,32,43,Groundnut
21.9,57.6,431,7.18,65,30,41,Barley
28.3,76.0,323,6.21,89,58,49,Tomato
29.2,54.6,289,6.73,47,23,27,Millet
30.5,83.9,631,5.87,89,31,33,Rice
25.7,39.1,230,5.56,44,43,35,Millet
15.4,74.3,520,5.68,63,64,51,Potato
23.2,82.0,635,6.36,143,57,103,Sugarcane
23.0,54.9,466,7.29,46,40,36,Barley
28.5,86.2,381,6.1,81,31,40,Rice
15.5,62.7,302,7.06,73,37,41,Wheat
32.4,40.5,333,7.4,29,26,51,Millet
31.7,55.0,324,6.17,38,30,66,Soybean
21.3,57.2,395,6.36,60,36,57,Maize
34.9,64.9,625,6.24,148,42,111,Sugarcane
34.7,60.1,460,6.49,150,56,93,Sugarcane
27.7,42.8,441,7.3,53,39,42,Chickpea
25.0,46.5,436,7.89,96,58,66,Cotton
23.5,60.0,304,7.73,24,40,59,Chickpea
15.5,74.2,402,5.08,79,34,105,Potato
18.3,61.5,388,7.84,37,36,66,Chickpea
28.2,89.1,544,6.87,94,65,55,Sugarcane
21.4,58.9,454,6.76,71,54,79,Maize
27.9,53.0,396,6.47,31,53,30,Chickpea
31.5,91.4,400,6.97,83,59,66,Rice
25.7,58.0,331,6.1,85,52,50,Wheat
24.5,51.3,311,6.01,25,36,41,Millet
22.5,64.9,322,6.45,44,20,34,Barley
22.1,71.2,722,6.26,133,36,60,Sugarcane
22.8,55.0,444,5.69,52,31,46,Groundnut
17.9,54.4,323,7.19,92,31,64,Wheat
17.2,63.3,524,5.9,104,38,63,Potato
27.7,60.3,392,6.24,37,56,73,Soybean
25.2,42.6,434,7.26,96,51,36,Cotton
21.4,75.7,325,6.31,64,70,85,Potato
22.3,78.2,735,6.09,127,36,71,Sugarcane
27.0,65.2,462,5.67,90,64,98,Tomato
24.2,59.1,378,5.57,70,31,24,Millet
22.0,89.6,456,6.01,129,49,53,Sugarcane
24.5,60.1,365,6.68,63,32,37,Millet
23.4,62.6,530,6.23,66,54,79,Potato
29.3,60.0,468,5.68,74,54,77,Cotton
13.8,57.4,487,6.52,76,34,44,Barley
21.9,68.8,310,6.42,42,28,62,Barley
31.1,79.3,561,5.57,115,39,34,Rice
18.3,75.5,561,6.47,104,72,108,Potato
24.6,67.9,443,6.1,41,33,59,Soybean
22.2,53.7,476,7.33,86,45,54,Barley
27.3,57.4,433,7.05,29,35,29,Millet
28.2,59.5,410,7.12,53,47,60,Soybean
26.6,63.9,540,6.47,114,40,62,Maize
23.2,87.5,497,6.92,150,33,82,Sugarcane
24.6,77.7,546,7.25,42,58,40,Soybean
29.6,56.1,478,5.56,45,45,39,Groundnut
33.5,70.0,340,6.85,52,40,57,Cotton
28.0,62.7,747,6.17,96,33,79,Sugarcane
29.6,59.5,432,6.23,71,46,72,Cotton
24.5,74.2,367,6.87,92,70,59,Maize
31.2,47.4,305,6.67,52,32,68,Cotton
33.3,85.6,556,6.57,137,58,101,Sugarcane
25.7,70.0,484,7.1,91,65,64,Sugarcane
20.4,58.3,592,7.13,26,55,77,Soybean
28.7,59.3,450,6.25,63,70,30,Maize
30.1,81.3,612,6.12,96,28,60,Rice
17.1,47.7,379,6.29,51,23,60,Wheat
15.1,79.1,576,6.0,76,62,82,Potato
20.1,78.9,531,6.25,106,66,38,Maize
15.2,71.9,564,6.77,80,75,113,Potato
16.6,69.1,443,6.33,61,57,114,Potato
21.2,54.9,448,5.59,99,51,88,Tomato
16.6,74.0,467,6.6,106,80,85,Potato
26.2,64.9,459,6.55,61,55,67,Tomato
34.9,37.9,255,5.75,67,32,36,Millet
30.9,62.4,301,6.69,104,44,59,Maize
22.8,69.9,480,6.74,33,65,75,Soybean
23.7,51.6,529,6.51,51,46,73,Tomato
17.4,55.0,320,7.19,86,44,54,Barley
29.8,51.8,450,7.11,50,43,42,Cotton
25.2,70.1,382,7.1,80,54,79,Maize
29.2,68.4,434,6.36,29,46,79,Soybean
22.7,49.4,366,7.17,87,37,34,Maize
23.4,71.6,581,5.09,72,75,96,Potato
13.7,43.1,455,7.22,66,53,29,Barley
21.6,44.5,354,6.02,71,46,26,Barley
23.8,73.7,271,6.15,74,42,52,Wheat
30.3,67.8,385,7.48,56,38,53,Soybean
35.7,43.0,319,7.57,91,31,56,Cotton
29.7,60.3,270,6.19,89,60,55,Cotton
24.7,77.3,363,6.38,63,78,100,Potato
24.7,50.7,388,7.41,109,26,73,Cotton
36.0,66.6,329,7.27,91,34,89,Cotton
31.2,77.4,564,6.6,49,32,53,Soybean
29.9,89.2,556,6.27,77,48,54,Rice
29.3,67.3,335,7.78,99,60,39,Cotton
26.2,71.6,371,6.87,37,30,69,Groundnut
22.1,66.9,563,7.43,137,45,100,Sugarcane
29.9,72.6,423,6.5,53,43,46,Tomato
25.9,73.4,392,5.96,63,70,95,Tomato
19.6,64.6,409,7.7,24,28,68,Chickpea
30.7,80.9,731,6.1,105,67,54,Sugarcane
21.6,58.3,316,6.84,64,68,46,Soybean
20.0,58.3,412,6.73,63,44,60,Soybean
27.7,59.7,233,7.33,60,43,50,Millet
24.0,38.9,242,7.33,44,44,66,Chickpea
18.2,40.4,468,6.16,51,23,33,Barley
24.9,33.8,415,5.91,22,25,45,Millet
34.9,53.7,495,7.77,81,40,52,Cotton
21.3,62.1,451,7.49,87,54,37,Barley
28.6,84.9,653,6.32,148,30,86,Sugarcane
25.1,65.9,337,5.93,63,33,51,Maize
22.0,57.5,388,6.4,27,54,45,Chickpea
17.9,54.3,257,7.39,100,46,39,Wheat
26.3,63.4,551,6.52,54,33,75,Soybean
29.5,65.8,504,7.48,56,36,57,Soybean
25.4,43.7,489,7.2,70,39,84,Cotton
24.9,73.6,320,5.52,84,38,94,Tomato
24.8,89.8,562,6.01,110,57,42,Rice
17.4,45.1,292,6.61,79,28,33,Barley
21.8,80.6,476,6.29,88,44,106,Potato
29.6,49.6,400,6.73,68,20,39,Millet
23.1,62.8,363,5.87,101,37,58,Maize
20.7,66.9,489,6.1,70,46,43,Tomato
24.1,68.7,433,6.16,58,21,40,Wheat
20.5,64.3,322,5.48,85,61,109,Potato
19.1,35.1,270,7.67,32,50,41,Chickpea
17.4,63.8,359,5.16,75,58,78,Potato
23.4,46.4,448,6.74,48,30,37,Wheat
21.7,49.1,322,7.17,91,47,77,Maize
29.0,65.7,400,6.39,64,41,43,Tomato
29.2,61.2,695,6.1,122,42,89,Sugarcane
29.3,38.0,217,6.32,56,52,50,Chickpea
28.1,58.6,261,5.86,40,27,56,Groundnut
22.1,74.7,425,6.05,61,41,46,Maize
19.1,52.0,440,6.67,50,54,44,Wheat
18.1,77.4,375,5.77,55,54,91,Tomato
25.5,53.6,434,7.83,68,59,64,Cotton
33.8,62.3,539,7.24,116,62,55,Sugarcane
29.8,79.5,623,6.47,79,41,48,Rice
30.8,36.6,421,6.4,52,27,44,Millet
32.9,73.0,482,7.25,100,60,98,Sugarcane
31.8,50.9,443,6.37,48,30,79,Soybean
30.6,73.6,396,5.9,64,57,45,Maize
23.1,54.9,313,6.91,45,31,50,Groundnut
20.1,71.0,443,6.75,105,52,42,Maize
28.8,36.0,362,6.99,37,52,27,Chickpea
18.7,70.6,388,6.7,66,60,63,Potato
27.8,56.6,298,6.8,36,55,50,Chickpea
27.5,80.7,371,5.96,117,27,47,Rice
28.1,79.8,352,6.82,82,69,97,Tomato
26.3,57.6,359,6.01,42,36,60,Groundnut
19.8,76.7,336,5.55,72,62,96,Tomato
31.0,57.2,283,5.8,24,48,62,Groundnut
37.8,70.3,278,6.65,88,32,41,Cotton
20.5,50.2,442,7.1,77,33,71,Maize
31.3,66.7,454,6.82,108,42,64,Maize
24.3,82.4,439,5.8,95,56,83,Potato
23.5,47.5,227,7.12,40,39,51,Chickpea
26.6,64.0,647,6.16,117,69,60,Sugarcane
21.9,71.5,529,5.55,75,67,72,Tomato
19.3,36.5,297,7.25,56,45,48,Chickpea
22.9,69.3,495,5.71,104,58,73,Potato
26.6,94.8,569,5.8,104,33,66,Rice
25.0,72.5,364,6.29,63,72,74,Potato
28.3,53.5,434,6.71,49,59,68,Groundnut
27.6,41.8,271,7.84,90,26,75,Cotton
30.2,77.2,475,6.13,49,58,47,Soybean
26.0,49.2,296,5.73,81,48,88,Cotton
19.3,61.5,513,6.73,99,32,52,Tomato
26.5,65.8,278,6.77,98,43,28,Wheat
23.3,59.7,529,6.24,85,42,51,Maize
34.0,65.0,501,6.22,114,33,53,Sugarcane
28.3,84.2,674,7.18,148,53,57,Sugarcane
22.3,63.4,361,6.47,44,44,40,Groundnut
25.3,57.5,398,5.71,64,48,55,Millet
31.4,73.7,650,6.9,101,61,111,Sugarcane
19.3,81.2,321,6.7,105,33,116,Potato
21.2,76.0,512,6.0,118,44,31,Maize
27.2,82.7,550,5.94,63,40,56,Rice
29.9,80.7,466,6.59,123,40,110,Sugarcane
28.6,58.8,312,7.12,65,46,47,Soybean
25.1,72.9,648,6.29,147,48,94,Sugarcane
27.6,40.7,329,5.57,40,23,23,Millet
22.5,53.6,274,6.33,58,58,44,Chickpea
29.6,42.3,337,7.99,81,38,79,Cotton
27.2,32.8,222,6.24,41,41,50,Millet
30.8,70.9,527,7.15,90,31,58,Maize
26.8,53.1,211,6.19,47,28,61,Chickpea
29.4,86.3,658,6.22,149,67,90,Sugarcane
31.4,49.9,442,6.98,70,31,68,Maize
23.8,87.0,675,6.18,128,31,106,Sugarcane
27.1,54.2,436,6.51,28,56,54,Soybean
29.5,55.8,376,6.03,31,41,60,Groundnut
29.0,70.8,351,5.67,55,70,89,Tomato
31.2,71.8,333,6.7,84,54,71,Maize
27.0,63.6,516,6.24,79,47,96,Tomato
26.2,73.4,546,6.13,91,59,69,Rice
22.7,61.5,282,7.21,67,41,68,Wheat
20.1,49.5,434,7.3,41,38,66,Wheat
14.2,67.8,451,6.25,53,38,25,Barley
33.7,37.6,291,6.31,54,44,30,Millet
27.1,88.7,431,6.93,69,53,27,Rice
29.1,58.2,282,6.92,34,56,41,Chickpea
31.6,71.2,593,6.63,82,49,54,Sugarcane
19.0,66.2,426,6.32,97,52,34,Wheat
28.0,51.0,270,6.52,82,34,71,Cotton
31.7,73.9,341,6.88,45,36,40,Soybean
27.9,72.0,347,6.41,50,25,55,Groundnut
29.1,58.8,417,6.49,23,22,37,Millet
28.5,67.8,267,5.69,56,35,65,Groundnut
29.7,73.2,593,6.92,70,41,58,Rice
22.5,76.2,524,6.68,116,56,80,Maize
29.4,33.3,228,5.74,47,21,24,Millet
27.1,77.1,311,6.32,60,65,49,Soybean
26.0,71.9,672,6.53,69,34,61,Rice
25.0,85.4,659,7.07,136,39,99,Sugarcane
22.3,63.4,460,6.52,68,44,46,Barley
23.6,87.5,545,6.81,114,55,39,Rice
29.2,56.4,530,6.03,73,62,32,Maize
16.1,49.7,454,6.53,65,45,62,Wheat
21.1,54.8,393,6.63,38,68,58,Soybean
30.1,73.4,304,5.97,83,42,58,Maize
26.8,43.1,312,6.32,84,41,70,Cotton
24.1,84.3,666,6.46,91,59,43,Rice
21.9,77.7,388,6.89,36,57,62,Soybean
22.2,75.2,539,5.81,90,66,97,Tomato
28.5,71.1,394,7.13,59,43,68,Cotton
25.0,71.9,292,6.42,96,54,51,Wheat
20.0,76.1,447,6.74,58,50,68,Tomato
27.7,74.6,469,7.09,33,55,66,Soybean
22.2,58.8,342,6.38,105,49,50,Maize
23.5,62.8,424,5.66,27,26,70,Groundnut
24.8,47.5,410,6.23,59,32,57,Groundnut
22.2,50.7,389,6.23,74,47,58,Tomato
23.8,54.6,535,6.71,58,60,35,Soybean
16.9,43.5,287,7.46,82,26,31,Barley
24.9,59.6,502,7.16,83,54,61,Maize
25.0,62.9,498,5.91,54,35,74,Potato
23.6,50.0,356,6.13,66,35,43,Barley
23.7,78.4,590,6.04,87,63,115,Potato
35.0,73.7,595,6.5,132,67,58,Sugarcane
24.6,43.6,373,6.73,53,47,64,Barley
28.9,66.6,573,6.99,25,57,39,Soybean
20.8,62.1,494,6.21,50,46,46,Tomato
23.8,82.3,595,5.13,103,37,111,Potato
20.8,50.3,303,6.43,57,52,52,Tomato
19.7,62.7,372,6.63,97,80,113,Potato
24.2,75.7,435,5.98,89,72,118,Potato
23.1,65.6,449,7.42,71,39,60,Barley
12.7,54.1,385,7.07,72,44,51,Barley
31.5,70.5,644,6.07,60,47,44,Rice
25.3,46.7,462,7.79,107,33,68,Cotton
26.9,68.6,334,7.81,92,28,50,Cotton
21.6,54.1,520,6.41,78,47,80,Tomato
31.8,66.5,403,6.55,25,59,70,Groundnut
26.5,56.1,414,5.78,88,46,90,Cotton
21.0,67.5,480,5.91,75,57,68,Tomato
24.0,52.0,494,6.98,60,64,77,Soybean
24.9,46.6,302,6.86,62,29,60,Barley
34.0,73.1,456,7.65,54,51,78,Cotton
15.6,43.1,420,6.99,54,46,46,Barley
24.9,67.8,366,6.62,61,48,63,Potato
29.6,77.6,445,5.76,82,64,88,Tomato
19.0,36.3,432,6.51,23,36,55,Chickpea
19.9,43.0,405,6.16,49,45,64,Barley
22.5,60.0,442,6.98,63,24,58,Wheat
22.9,69.7,694,6.91,98,45,116,Sugarcane
18.8,38.8,291,6.95,34,46,45,Chickpea
32.7,47.2,323,5.52,20,40,39,Millet
29.3,59.4,383,5.94,69,62,44,Maize
22.0,67.5,433,6.76,94,30,67,Wheat
30.8,54.7,486,6.87,40,65,72,Soybean
23.7,40.5,297,7.13,29,38,34,Chickpea
29.2,50.4,508,6.75,63,69,50,Maize
30.1,54.0,261,5.54,55,45,30,Groundnut
21.4,69.7,363,5.95,71,46,95,Tomato
25.2,65.0,384,6.94,94,39,79,Cotton
27.6,50.4,390,6.52,51,38,28,Millet
26.1,44.5,207,7.89,34,58,45,Chickpea
31.2,63.6,544,7.04,32,60,77,Soybean
13.3,55.8,259,6.42,60,27,49,Barley
25.6,84.3,589,6.71,95,33,64,Rice
18.7,82.3,457,6.12,73,58,94,Potato
30.4,57.1,227,6.28,41,24,24,Millet
31.8,79.3,594,6.48,137,42,87,Sugarcane
15.3,84.5,436,5.67,79,79,99,Potato
32.6,70.5,361,5.62,68,27,42,Cotton
18.7,59.3,378,6.63,93,30,42,Tomato
23.9,74.0,491,6.16,29,35,63,Groundnut
30.0,63.7,289,5.7,24,32,55,Groundnut
25.0,71.8,300,6.98,29,64,67,Soybean
23.2,71.2,395,6.18,51,40,63,Groundnut
12.7,37.9,322,6.17,84,33,53,Barley
23.6,51.4,380,5.72,77,57,77,Tomato
35.7,66.4,257,7.0,52,59,69,Cotton
28.2,61.3,485,6.52,62,44,33,Maize
20.3,51.9,422,6.8,65,42,50,Barley
16.5,41.4,370,6.2,39,48,26,Barley
26.1,52.0,405,6.32,64,60,47,Soybean
16.2,64.2,270,6.78,36,30,65,Barley
22.1,55.0,240,6.46,43,57,64,Chickpea
25.9,74.7,729,7.5,104,44,71,Sugarcane
28.8,60.5,349,5.87,61,30,50,Tomato
23.6,65.4,335,6.32,86,42,28,Wheat
29.7,59.9,562,7.33,66,31,80,Soybean
25.5,65.2,346,6.2,116,59,52,Maize
23.7,41.0,375,6.79,23,38,33,Chickpea
25.1,74.0,265,6.03,92,38,64,Cotton
35.6,72.2,378,6.27,64,52,45,Cotton
25.5,61.3,502,6.36,77,50,54,Wheat
31.4,78.4,600,6.95,101,56,54,Rice
26.5,82.1,520,6.33,94,49,54,Rice
29.1,83.0,637,5.99,102,55,58,Rice
26.0,49.6,270,6.25,95,53,90,Cotton
25.7,75.4,471,5.89,97,54,35,Maize
23.0,72.2,633,5.64,98,45,49,Rice
27.2,60.7,350,7.24,60,46,55,Soybean
15.0,62.3,444,7.1,96,21,64,Wheat
25.6,41.6,311,6.71,36,53,50,Chickpea
15.5,76.7,435,6.17,87,42,81,Potato
27.0,63.5,329,6.47,33,36,66,Soybean
16.5,40.0,463,7.35,62,48,52,Barley
28.8,72.7,581,7.06,54,53,52,Soybean
28.3,72.8,345,6.89,115,54,47,Maize
22.3,83.7,350,6.33,109,56,68,Potato
19.4,62.2,367,7.89,33,42,43,Chickpea
30.9,48.2,485,6.84,74,32,41,Cotton
18.2,59.8,448,6.29,66,51,91,Tomato
18.3,81.9,588,6.0,84,58,91,Potato
27.6,41.8,225,7.61,48,57,62,Chickpea
33.2,40.8,299,7.26,48,25,26,Millet
22.8,61.8,315,5.67,87,57,73,Potato
25.0,52.8,289,6.99,33,45,42,Groundnut
18.1,72.7,590,5.56,107,35,91,Potato
22.2,74.8,518,5.92,64,42,47,Rice
31.0,88.6,593,6.18,108,40,65,Rice
27.0,70.4,397,6.02,84,27,44,Wheat
23.2,70.0,476,6.21,92,67,50,Sugarcane
16.3,65.2,410,6.77,59,39,70,Potato
23.6,64.6,556,6.15,51,55,37,Soybean
26.4,55.2,311,7.3,54,20,65,Wheat
25.5,46.5,292,6.85,25,44,58,Millet
33.8,52.0,250,6.83,52,31,59,Millet
28.4,76.4,718,6.62,130,39,120,Sugarcane
31.5,38.5,217,6.84,46,21,53,Millet
30.6,37.3,234,6.49,34,26,36,Millet
26.7,70.8,275,6.27,48,26,35,Groundnut
18.0,54.1,419,6.4,53,44,69,Tomato
30.9,66.6,382,5.94,37,33,54,Groundnut
15.0,37.3,415,6.83,57,51,50,Barley
18.9,66.1,522,6.35,83,44,55,Wheat
25.2,65.3,483,6.23,110,35,59,Sugarcane
31.0,70.5,283,6.52,44,39,55,Groundnut
23.2,85.4,563,6.36,101,41,78,Sugarcane
18.7,42.9,222,6.68,25,33,43,Chickpea
22.3,61.7,539,6.64,81,67,66,Maize
27.3,68.4,598,6.77,147,62,52,Sugarcane
15.5,53.7,254,6.96,43,38,55,Barley
22.3,66.2,367,6.97,53,26,31,Barley
29.1,50.6,314,7.05,94,67,46,Maize
13.7,56.0,382,7.39,50,24,36,Barley
22.1,37.6,388,7.01,42,43,38,Barley
25.8,88.3,402,5.65,83,44,33,Rice
24.6,50.7,396,7.37,48,64,36,Soybean
26.8,60.7,334,6.67,63,59,61,Tomato
27.9,76.8,549,5.8,88,70,48,Tomato
28.9,35.4,323,6.19,55,36,40,Chickpea
29.2,66.9,494,5.94,82,52,56,Maize
21.2,60.8,369,6.3,92,77,117,Potato
13.3,56.2,346,6.24,56,29,53,Barley
20.5,76.7,348,6.74,60,38,42,Tomato
26.1,69.1,322,6.13,72,39,49,Maize
22.5,61.8,510,6.22,137,38,69,Sugarcane
25.1,50.6,349,6.58,67,48,51,Soybean
